StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2022-12-01,Northern Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$5000.00,1
2023-05-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$19100.00,7
2023-07-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$9000.00,6
2023-09-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$27000.00,3
2023-10-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$3500.00,1
2024-04-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$7700.00,3
2020-02-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2000.00,17
2020-07-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$5499.00,31
2020-08-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$20009.00,32
2020-09-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$1050.00,47
2020-10-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$4999.00,52
2020-11-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$3000.00,31
2021-02-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$402.00,37
2021-03-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$9500.00,40
2021-06-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$32000.00,46
2021-07-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$47000.00,54
2021-08-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$7404.00,59
2021-09-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$190.00,60
2021-10-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$22402.00,27
2021-11-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$1000.00,44
2022-01-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$30000.00,24
2022-02-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$549.00,25
2022-03-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$21403.00,25
2022-04-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$400.00,24
2022-05-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$78000.00,14
2022-06-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$13010.00,26
2022-07-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$11385.00,24
2022-08-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$37350.00,16
2022-09-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$7565.00,18
2022-10-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$392.00,20
2022-11-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$46840.00,22
2022-12-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$37066.00,18
2023-01-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$47900.00,23
2023-04-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$73500.00,16
2023-05-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$68100.00,34
2023-06-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$37500.00,25
2023-07-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$180897.00,42
2023-08-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$76726.00,41
2023-09-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$11050.00,25
2023-12-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$0.00,26
2024-04-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$17870.00,22
2024-05-01,Victoria,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$42339.33,20
2020-01-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$10000.00,16
2020-05-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$7000.00,8
2020-06-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$149.00,25
2020-08-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2925.00,35
2020-09-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2345.00,59
2020-10-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$811.00,55
2020-12-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$5972.00,48
2021-02-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$13682.00,68
2021-03-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2000.00,46
2021-04-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$3227.00,36
2021-05-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$400.00,43
2021-07-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2100.00,74
2021-08-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$5870.00,88
2021-09-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$26250.00,67
2021-10-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$11490.00,59
2021-12-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$2500.00,17
2022-03-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$1600.00,20
2022-04-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$28800.00,21
2022-07-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$9300.00,37
2022-10-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$41850.00,32
2022-11-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$43300.00,38
2022-12-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$25000.00,15
2023-01-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$206500.00,29
2023-02-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$171710.00,30
2023-04-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$177404.00,46
2023-05-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$10000.00,33
2023-06-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$124800.00,46
2023-07-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$4400.00,37
2023-08-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$19103.00,45
2023-09-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$10350.00,34
2023-10-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$11000.00,33
2023-11-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$3480.00,40
2024-01-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$64220.00,34
2024-02-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$9988.00,34
2024-06-01,New South Wales,Phone call,65 and over,Female,Attempts to gain your personal information,Phishing,$3327997.99,15
2020-02-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$3532.00,25
2020-05-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$2000.00,23
2020-08-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$30.00,35
2020-10-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$8.00,25
2021-01-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$5260.00,18
2021-02-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$2860.00,19
2021-04-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$6000.00,18
2021-10-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$1712.00,45
2021-12-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$2122.00,24
2022-05-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$629.00,36
2023-01-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$2900.00,66
2023-02-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$5000.00,117
2023-03-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$320.00,128
2023-05-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$5600.00,119
2023-09-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$460.00,146
2023-10-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$1.00,139
2023-11-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$7973.00,97
2024-01-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$2400.00,129
2024-05-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$52544.35,158
2024-06-01,New South Wales,Email,65 and over,Female,Attempts to gain your personal information,Phishing,$503.00,175
2020-06-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$200.00,76
2020-07-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$0.00,66
2020-12-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$400.00,52
2021-02-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$8000.00,32
2021-05-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$500.00,45
2021-06-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$8.00,44
2021-07-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$12000.00,63
2021-10-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$1650.00,68
2021-11-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$3950.00,42
2022-02-01,New South Wales,Email,65 and over,Male,Attempts to gain your personal information,Phishing,$1086.00,57
